,date,visitors_pool_total,sportbad_closed,freizeitbad_closed,sauna_closed,kursbecken_closed,event,sloop_dummy,school_holiday,bank_holiday,Price,precipitation,sunshine_radiation,temperature,wind_speed_max,snow_height,year,month,day,day_bis
49,2005-05-08,1249.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,5.9,4,0,2005,5,2,6
50,2005-05-09,771.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,6.4,3,0,2005,5,0,0
51,2005-05-10,549.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,7.4,3,0,2005,5,0,1
52,2005-05-11,638.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,8.1,3,0,2005,5,0,2
53,2005-05-12,526.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,7.8,2,0,2005,5,0,3
54,2005-05-13,656.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,11.1,3,0,2005,5,0,4
55,2005-05-14,913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11.6,3,0,2005,5,1,5
56,2005-05-15,1472.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,9.4,2,0,2005,5,2,6
57,2005-05-16,1702.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,9.4,3,0,2005,5,0,0
58,2005-05-17,600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,8.0,2,0,2005,5,0,1
59,2005-05-18,714.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,8.0,2,0,2005,5,0,2
60,2005-05-19,600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,12.0,3,0,2005,5,0,3
61,2005-05-20,685.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,15.0,3,0,2005,5,0,4
62,2005-05-21,1009.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,16.5,2,0,2005,5,1,5
63,2005-05-22,1456.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,16.8,3,0,2005,5,2,6
64,2005-05-23,693.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,14.0,3,0,2005,5,0,0
65,2005-05-24,582.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14.1,3,0,2005,5,0,1
66,2005-05-25,1462.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,17.5,3,0,2005,5,0,2
67,2005-05-26,1878.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3,21.8,3,0,2005,5,0,3
68,2005-05-27,2445.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,23.4,2,0,2005,5,0,4
69,2005-05-28,2621.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,24.8,3,0,2005,5,1,5
70,2005-05-29,2262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3,17.9,3,0,2005,5,2,6
71,2005-05-30,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,9.9,3,0,2005,5,0,0
72,2005-05-31,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,10.1,3,0,2005,5,0,1
73,2005-06-01,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,10.7,2,0,2005,6,0,2
74,2005-06-02,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,14.0,3,0,2005,6,0,3
75,2005-06-03,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,18.7,4,0,2005,6,0,4
76,2005-06-04,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,13.6,4,0,2005,6,1,5
77,2005-06-05,1916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,12.6,3,0,2005,6,2,6
78,2005-06-06,1387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.7,3,0,2005,6,0,0
79,2005-06-07,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10.5,4,0,2005,6,0,1
80,2005-06-08,643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10.9,3,0,2005,6,0,2
81,2005-06-09,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,13.0,2,0,2005,6,0,3
82,2005-06-10,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,12.8,3,0,2005,6,0,4
83,2005-06-11,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,10.2,3,0,2005,6,1,5
84,2005-06-12,1705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,10.6,3,0,2005,6,2,6
85,2005-06-13,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,11.7,3,0,2005,6,0,0
86,2005-06-14,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,15.2,2,0,2005,6,0,1
87,2005-06-15,857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,18.2,3,0,2005,6,0,2
88,2005-06-16,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,19.0,3,0,2005,6,0,3
89,2005-06-17,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,18.7,3,0,2005,6,0,4
90,2005-06-18,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,17.4,2,0,2005,6,1,5
91,2005-06-19,3761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,20.1,2,0,2005,6,2,6
92,2005-06-20,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,24.0,2,0,2005,6,0,0
93,2005-06-21,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,22.2,3,0,2005,6,0,1
94,2005-06-22,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,18.8,2,0,2005,6,0,2
95,2005-06-23,1669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,22.0,2,0,2005,6,0,3
96,2005-06-24,1486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,24.5,2,0,2005,6,0,4
97,2005-06-25,1529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,19.0,3,0,2005,6,1,5
98,2005-06-26,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,17.0,2,0,2005,6,2,6
99,2005-06-27,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,17.7,2,0,2005,6,0,0
100,2005-06-28,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,17.4,2,0,2005,6,0,1
101,2005-06-29,851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,17.5,2,0,2005,6,0,2
102,2005-06-30,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,17.1,2,0,2005,6,0,3
103,2005-07-01,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,16.5,3,0,2005,7,0,4
104,2005-07-02,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,18.3,2,0,2005,7,1,5
105,2005-07-03,1589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,20.4,2,0,2005,7,2,6
106,2005-07-04,1094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,20.3,4,0,2005,7,0,0
107,2005-07-05,829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,14.7,3,0,2005,7,0,1
108,2005-07-06,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,14.9,3,0,2005,7,0,2
109,2005-07-07,759.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1,15.0,2,0,2005,7,0,3
110,2005-07-08,938.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1,14.7,3,0,2005,7,0,4
111,2005-07-09,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,15.8,2,0,2005,7,1,5
112,2005-07-10,2171.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2,21.5,3,0,2005,7,2,6
113,2005-07-11,1361.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3,21.2,3,0,2005,7,0,0
114,2005-07-12,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3,22.5,3,0,2005,7,0,1
115,2005-07-13,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3,21.7,5,0,2005,7,0,2
116,2005-07-14,2047.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3,21.3,2,0,2005,7,0,3
117,2005-07-15,1689.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2,22.0,3,0,2005,7,0,4
118,2005-07-16,1406.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2,17.9,3,0,2005,7,1,5
119,2005-07-17,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1,16.6,2,0,2005,7,2,6
120,2005-07-18,1897.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3,20.4,2,0,2005,7,0,0
121,2005-07-19,1407.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1,18.3,3,0,2005,7,0,1
122,2005-07-20,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1,15.8,4,0,2005,7,0,2
123,2005-07-21,1724.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0,14.3,3,0,2005,7,0,3
124,2005-07-22,1597.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0,13.2,3,0,2005,7,0,4
125,2005-07-23,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0,14.5,2,0,2005,7,1,5
126,2005-07-24,2088.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2,17.5,2,0,2005,7,2,6
127,2005-07-25,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0,17.6,3,0,2005,7,0,0
128,2005-07-26,2169.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0,14.7,2,0,2005,7,0,1
129,2005-07-27,1948.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0,17.7,2,0,2005,7,0,2
130,2005-07-28,2579.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2,23.4,3,0,2005,7,0,3
131,2005-07-29,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1,21.8,3,0,2005,7,0,4
132,2005-07-30,1612.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1,18.0,3,0,2005,7,1,5
133,2005-07-31,2408.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0,15.3,3,0,2005,7,2,6
134,2005-08-01,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0,15.0,2,0,2005,8,0,0
135,2005-08-02,1877.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1,14.3,2,0,2005,8,0,1
136,2005-08-03,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1,16.4,3,0,2005,8,0,2
137,2005-08-04,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2,15.4,3,0,2005,8,0,3
138,2005-08-05,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0,14.8,3,0,2005,8,0,4
139,2005-08-06,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1,12.3,3,0,2005,8,1,5
140,2005-08-07,2623.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1,12.1,3,0,2005,8,2,6
141,2005-08-08,1888.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0,13.8,3,0,2005,8,0,0
142,2005-08-09,2328.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0,13.3,3,0,2005,8,0,1
143,2005-08-10,2407.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0,13.8,3,0,2005,8,0,2
144,2005-08-11,2455.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0,14.7,3,0,2005,8,0,3
145,2005-08-12,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0,13.8,2,0,2005,8,0,4
146,2005-08-13,1681.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1,15.6,2,0,2005,8,1,5
147,2005-08-14,2780.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0,15.6,3,0,2005,8,2,6
148,2005-08-15,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0,15.8,3,0,2005,8,0,0
149,2005-08-16,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0,14.1,2,0,2005,8,0,1
150,2005-08-17,2293.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3,16.0,2,0,2005,8,0,2
151,2005-08-18,2948.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3,20.1,3,0,2005,8,0,3
152,2005-08-19,2684.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2,21.5,5,0,2005,8,0,4
153,2005-08-20,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,17.5,5,0,2005,8,1,5
154,2005-08-21,2095.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,17.1,5,0,2005,8,2,6
155,2005-08-22,1838.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,16.5,5,0,2005,8,0,0
156,2005-08-23,2445.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,17.4,5,0,2005,8,0,1
157,2005-08-24,2511.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,15.3,5,0,2005,8,0,2
158,2005-08-25,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,,5,0,2005,8,0,3
159,2005-08-26,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,12.5,4,0,2005,8,0,4
160,2005-08-27,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,14.6,2,0,2005,8,1,5
161,2005-08-28,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,16.0,2,0,2005,8,2,6
162,2005-08-29,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,18.0,2,0,2005,8,0,0
163,2005-08-30,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,18.8,2,0,2005,8,0,1
164,2005-08-31,1618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,21.5,3,0,2005,8,0,2
165,2005-09-01,1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,21.4,3,0,2005,9,0,3
166,2005-09-02,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,19.4,2,0,2005,9,0,4
167,2005-09-03,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,18.3,3,0,2005,9,1,5
168,2005-09-04,1933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,17.6,3,0,2005,9,2,6
169,2005-09-05,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,19.2,3,0,2005,9,0,0
170,2005-09-06,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,20.3,2,0,2005,9,0,1
171,2005-09-07,1051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,21.1,2,0,2005,9,0,2
172,2005-09-08,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,21.4,2,0,2005,9,0,3
173,2005-09-09,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,20.6,2,0,2005,9,0,4
174,2005-09-10,1405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,20.5,2,0,2005,9,1,5
175,2005-09-11,1549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,16.9,2,0,2005,9,2,6
176,2005-09-12,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,16.3,3,0,2005,9,0,0
177,2005-09-13,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,14.2,2,0,2005,9,0,1
178,2005-09-14,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,14.9,3,0,2005,9,0,2
179,2005-09-15,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,14.6,2,0,2005,9,0,3
180,2005-09-16,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,11.3,3,0,2005,9,0,4
181,2005-09-17,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,9.3,3,0,2005,9,1,5
182,2005-09-18,1167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10.0,2,0,2005,9,2,6
183,2005-09-19,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,11.1,2,0,2005,9,0,0
184,2005-09-20,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,11.9,2,0,2005,9,0,1
185,2005-09-21,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,12.9,2,0,2005,9,0,2
186,2005-09-22,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,13.7,2,0,2005,9,0,3
187,2005-09-23,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,14.9,2,0,2005,9,0,4
188,2005-09-24,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14.0,2,0,2005,9,1,5
189,2005-09-25,1508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,15.2,2,0,2005,9,2,6
190,2005-09-26,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,14.4,2,0,2005,9,0,0
191,2005-09-27,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,15.4,3,0,2005,9,0,1
192,2005-09-28,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,12.5,5,0,2005,9,0,2
193,2005-09-29,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,11.1,3,0,2005,9,0,3
194,2005-09-30,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,11.3,3,0,2005,9,0,4
195,2005-10-01,1221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,11.9,3,0,2005,10,1,5
196,2005-10-02,1671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,10.4,2,0,2005,10,2,6
197,2005-10-03,1690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,9.8,2,0,2005,10,0,0
198,2005-10-04,589.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,11.3,3,0,2005,10,0,1
199,2005-10-05,850.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1,13.3,3,0,2005,10,0,2
200,2005-10-06,615.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1,12.5,2,0,2005,10,0,3
